Date,Open,High,Low,Close,Adj Close,Volume
2022-02-25,33.680000,34.480000,33.459999,34.389999,34.389999,22922200
2022-02-28,35.080002,35.110001,34.099998,34.380001,34.380001,25871800
2022-03-01,34.750000,35.860001,34.689999,35.860001,35.860001,39068400
2022-03-02,35.310001,35.820000,34.950001,35.730000,35.730000,26242100
2022-03-03,35.630001,36.020000,35.340000,36.020000,36.020000,23492400
2022-03-04,36.279999,37.599998,36.189999,37.400002,37.400002,40778000
2022-03-07,37.689999,38.549999,37.200001,38.360001,38.360001,46921200
2022-03-08,38.830002,40.259998,37.889999,38.570000,38.570000,80295600
2022-03-09,36.840000,38.310001,36.500000,38.130001,38.130001,39938300
2022-03-10,38.410000,39.320000,38.369999,38.910000,38.910000,29088600
2022-03-11,37.799999,38.549999,37.610001,38.290001,38.290001,28285200
2022-03-14,37.380001,37.549999,36.259998,36.730000,36.730000,38456800
2022-03-15,35.750000,37.320000,35.669998,36.900002,36.900002,26134300
2022-03-16,36.700001,37.110001,36.029999,37.009998,37.009998,28941600
2022-03-17,37.410000,38.369999,37.389999,37.700001,37.700001,26488200
2022-03-18,37.240002,37.880001,36.970001,37.220001,37.220001,30921100
2022-03-21,37.450001,38.570000,37.450001,38.150002,38.150002,24683500
2022-03-22,38.209999,38.209999,37.250000,37.759998,37.759998,17183900
2022-03-23,38.029999,38.770000,37.849998,38.720001,38.720001,20446300
2022-03-24,39.080002,39.369999,38.450001,38.560001,38.560001,21581000
2022-03-25,38.290001,38.750000,38.119999,38.720001,38.720001,10075600
2022-03-28,38.130001,38.169998,37.580002,37.700001,37.700001,21267700
2022-03-29,36.900002,38.250000,36.660000,38.220001,38.220001,18139800
2022-03-30,38.259998,38.860001,38.250000,38.650002,38.650002,14993000
2022-03-31,38.730000,39.110001,38.330002,38.349998,38.349998,17229800
2022-04-01,38.119999,39.529999,38.070000,39.490002,39.490002,23745700
2022-04-04,39.720001,39.799999,38.660000,39.139999,39.139999,18744400
2022-04-05,39.380001,39.880001,38.099998,38.279999,38.279999,26451000
2022-04-06,38.250000,38.650002,37.799999,38.180000,38.180000,19222700
2022-04-07,38.299999,39.009998,38.169998,38.730000,38.730000,17500500
2022-04-08,38.930000,39.810001,38.900002,39.669998,39.669998,21664600
2022-04-11,40.209999,40.380001,39.000000,39.450001,39.450001,20697500
2022-04-12,40.000000,40.529999,39.450001,39.799999,39.799999,22313700
2022-04-13,40.230000,40.880001,39.980000,40.689999,40.689999,22805800
2022-04-14,40.520000,40.950001,40.160000,40.860001,40.860001,21680800
2022-04-18,41.279999,41.610001,40.820000,40.869999,40.869999,21406400
2022-04-19,40.230000,40.590000,39.410000,39.700001,39.700001,23777100
2022-04-20,39.590000,40.209999,39.250000,40.130001,40.130001,23025900
2022-04-21,39.590000,39.599998,37.720001,38.090000,38.090000,42409900
2022-04-22,37.049999,37.759998,36.709999,36.939999,36.939999,33747200
2022-04-25,35.470001,36.169998,34.880001,35.669998,35.669998,38894700
2022-04-26,35.860001,36.009998,34.880001,34.900002,34.900002,24442700
2022-04-27,34.950001,35.380001,34.660000,34.700001,34.700001,15275400
2022-04-28,34.820000,35.509998,34.570000,35.410000,35.410000,24486000
2022-04-29,35.770000,36.090000,34.980000,34.990002,34.990002,20033700
2022-05-02,34.080002,34.680000,33.720001,34.549999,34.549999,29034400
2022-05-03,34.680000,35.470001,34.680000,35.110001,35.110001,19495900
2022-05-04,35.070000,35.930000,34.630001,35.779999,35.779999,28204500
2022-05-05,36.099998,36.169998,34.130001,34.630001,34.630001,35966800
2022-05-06,34.480000,34.720001,33.990002,34.240002,34.240002,21303700
2022-05-09,33.360001,33.570000,32.189999,32.230000,32.230000,34739700
2022-05-10,32.669998,32.919998,31.309999,31.690001,31.690001,25276200
2022-05-11,32.209999,32.840000,31.610001,31.650000,31.650000,27714300
2022-05-12,30.980000,31.139999,29.660000,30.180000,30.180000,35862800
2022-05-13,30.120001,31.139999,30.120001,30.879999,30.879999,27278800
2022-05-16,30.790001,31.270000,30.740000,31.180000,31.180000,15573500
2022-05-17,31.570000,31.660000,31.000000,31.240000,31.240000,16582400
2022-05-18,31.120001,31.280001,30.430000,30.450001,30.450001,18448300
2022-05-19,31.240000,32.360001,31.230000,32.150002,32.150002,30947600
2022-05-20,32.169998,32.240002,31.540001,32.060001,32.060001,19963500
2022-05-23,32.639999,32.830002,31.910000,32.250000,32.250000,16314400
2022-05-24,32.279999,32.950001,32.009998,32.740002,32.740002,17950400
2022-05-25,32.340000,32.669998,32.110001,32.590000,32.590000,13881200
2022-05-26,32.389999,32.799999,32.150002,32.389999,32.389999,12079100
2022-05-27,32.669998,32.740002,32.220001,32.509998,32.509998,11892200
2022-05-31,32.369999,32.919998,31.549999,31.730000,31.730000,21929000
2022-06-01,32.020000,32.299999,31.600000,31.980000,31.980000,14071100
2022-06-02,32.419998,33.520000,32.400002,33.349998,33.349998,21415300
2022-06-03,32.930000,33.279999,32.470001,32.560001,32.560001,14528300
2022-06-06,32.840000,32.950001,31.969999,32.220001,32.220001,12275800
2022-06-07,32.160000,32.630001,32.099998,32.529999,32.529999,11530600
2022-06-08,32.380001,32.689999,32.130001,32.310001,32.310001,9693300
2022-06-09,32.099998,32.150002,31.070000,31.090000,31.090000,21702400
2022-06-10,30.639999,32.799999,30.360001,32.570000,32.570000,35438100
2022-06-13,31.270000,31.610001,30.469999,30.469999,30.469999,32964400
2022-06-14,30.580000,30.580000,29.400000,29.700001,29.700001,22331600
2022-06-15,30.450001,30.620001,29.340000,30.190001,30.190001,25359400
2022-06-16,29.900000,30.990000,29.450001,30.760000,30.760000,28773200
2022-06-17,30.700001,30.790001,30.139999,30.389999,30.389999,17456900
2022-06-21,30.350000,30.950001,30.190001,30.500000,30.500000,15825200
2022-06-22,30.469999,30.980000,30.059999,30.080000,30.080000,20321600
2022-06-23,29.940001,30.309999,28.639999,28.910000,28.910000,30743900
2022-06-24,29.030001,29.780001,28.700001,29.660000,29.660000,21579700
2022-06-27,29.459999,29.580000,29.059999,29.469999,29.469999,17945700
2022-06-28,29.719999,29.780001,28.820000,28.870001,28.870001,18484000
2022-06-29,29.160000,29.270000,28.180000,28.440001,28.440001,17375400
2022-06-30,28.230000,28.400000,27.330000,27.379999,27.379999,24080100
2022-07-01,26.959999,28.370001,26.830000,28.160000,28.160000,30977700
2022-07-05,27.680000,27.930000,26.459999,26.959999,26.959999,29004400
2022-07-06,27.000000,27.170000,26.040001,26.790001,26.790001,24663600
2022-07-07,27.010000,27.610001,26.870001,27.160000,27.160000,17608500
2022-07-08,27.270000,27.610001,26.820000,27.059999,27.059999,13882200
2022-07-11,26.690001,27.170000,26.580000,26.650000,26.650000,19039300
2022-07-12,26.660000,26.920000,26.139999,26.260000,26.260000,16844900
2022-07-13,26.059999,27.379999,26.030001,26.830000,26.830000,30708300
2022-07-14,25.750000,25.889999,24.920000,25.709999,25.709999,45394400
2022-07-15,25.879999,25.879999,25.139999,25.590000,25.590000,19211500
2022-07-18,26.000000,26.350000,25.709999,25.709999,25.709999,16172900
2022-07-19,25.920000,26.299999,25.700001,26.020000,26.020000,14987700
2022-07-20,26.110001,26.260000,25.230000,25.260000,25.260000,20189300
2022-07-21,25.370001,25.889999,25.209999,25.740000,25.740000,19919200
2022-07-22,25.850000,26.540001,25.299999,25.410000,25.410000,27424800
2022-07-25,25.320000,25.420000,24.379999,24.590000,24.590000,29327000
2022-07-26,24.660000,25.170000,24.660000,25.100000,25.100000,21849400
2022-07-27,25.160000,25.670000,24.809999,25.530001,25.530001,33157200
2022-07-28,26.260000,26.360001,25.670000,26.000000,26.000000,33677200
2022-07-29,26.180000,26.389999,25.530001,26.270000,26.270000,25835300
2022-08-01,26.389999,26.500000,25.969999,26.209999,26.209999,15231000
2022-08-02,26.350000,26.940001,25.870001,25.879999,25.879999,28314600
2022-08-03,26.070000,26.080000,25.290001,25.540001,25.540001,29568800
2022-08-04,25.799999,26.780001,25.629999,26.430000,26.430000,25570800
2022-08-05,25.809999,26.299999,25.450001,26.280001,26.280001,25529800
2022-08-08,26.770000,27.299999,26.719999,27.000000,27.000000,23601600
2022-08-09,27.190001,27.209999,26.480000,26.940001,26.940001,16504700
2022-08-10,27.290001,27.580000,26.870001,27.129999,27.129999,18701400
2022-08-11,27.280001,27.389999,26.570000,26.620001,26.620001,18682200
2022-08-12,26.850000,27.260000,26.719999,27.219999,27.219999,17810000
2022-08-15,26.580000,26.730000,26.320000,26.629999,26.629999,16144300
2022-08-16,26.500000,26.780001,26.320000,26.730000,26.730000,11741800
2022-08-17,26.490000,26.530001,25.700001,25.780001,25.780001,29384000
2022-08-18,25.850000,26.049999,25.049999,25.809999,25.809999,13036800
2022-08-19,25.690001,25.690001,25.180000,25.250000,25.250000,15279100
2022-08-22,24.959999,25.389999,24.870001,25.270000,25.270000,12544800
2022-08-23,25.370001,26.219999,25.330000,25.700001,25.700001,18062300
2022-08-24,25.559999,25.980000,25.299999,25.910000,25.910000,14510700
2022-08-25,26.160000,26.219999,25.760000,26.129999,26.129999,10157500
2022-08-26,26.020000,26.190001,24.690001,24.900000,24.900000,29536500
2022-08-29,24.790001,25.150000,24.510000,24.610001,24.610001,22795300
2022-08-30,24.580000,24.610001,23.910000,24.080000,24.080000,22031900
2022-08-31,24.020000,24.240000,23.799999,23.799999,23.799999,18461800
2022-09-01,23.350000,23.490000,22.969999,23.059999,23.059999,33299000
2022-09-02,23.549999,24.209999,23.260000,23.790001,23.790001,30245300
2022-09-06,23.870001,24.250000,23.400000,23.440001,23.440001,23844000
2022-09-07,23.430000,24.510000,23.280001,24.320000,24.320000,26791700
2022-09-08,24.100000,24.520000,23.889999,24.360001,24.360001,21459400
2022-09-09,24.760000,25.150000,24.690001,25.100000,25.100000,20847200
2022-09-12,25.639999,25.709999,25.280001,25.450001,25.450001,20706400
2022-09-13,24.530001,25.129999,24.350000,24.420000,24.420000,31353100
2022-09-14,24.570000,24.889999,24.420000,24.469999,24.469999,18318400
2022-09-15,24.240000,24.490000,23.520000,23.740000,23.740000,34626100
2022-09-16,23.360001,24.299999,23.160000,24.000000,24.000000,30933800
2022-09-19,23.620001,24.430000,23.520000,24.420000,24.420000,20269900
2022-09-20,24.049999,24.049999,23.500000,23.750000,23.750000,20117000
2022-09-21,24.000000,24.490000,23.389999,23.830000,23.830000,32189400
2022-09-22,23.980000,24.250000,23.559999,23.740000,23.740000,22426500
2022-09-23,23.000000,23.040001,22.200001,22.440001,22.440001,43070400
2022-09-26,22.400000,22.549999,21.520000,21.860001,21.860001,38198700
2022-09-27,22.270000,22.590000,21.959999,22.000000,22.000000,19460300
2022-09-28,22.500000,23.580000,22.490000,23.580000,23.580000,40035400
2022-09-29,23.360001,23.730000,23.010000,23.690001,23.690001,34381400
2022-09-30,23.620001,24.549999,23.510000,24.120001,24.120001,37430400
2022-10-03,24.500000,25.059999,24.299999,25.040001,25.040001,35531500
2022-10-04,25.490000,26.110001,25.330000,25.750000,25.750000,34280800
2022-10-05,25.190001,25.389999,24.709999,25.370001,25.370001,26009100
2022-10-06,25.209999,25.680000,25.030001,25.650000,25.650000,25143700
2022-10-07,25.150000,25.430000,24.389999,24.389999,24.389999,29761500
2022-10-10,23.980000,24.549999,23.920000,24.020000,24.020000,17472600
2022-10-11,24.070000,24.590000,23.750000,23.809999,23.809999,25190000
2022-10-12,23.850000,24.180000,23.650000,24.020000,24.020000,18407700
2022-10-13,23.000000,23.870001,22.490000,23.740000,23.740000,28872900
2022-10-14,23.540001,23.570000,22.700001,22.719999,22.719999,22558800
2022-10-17,23.410000,23.770000,23.370001,23.450001,23.450001,18687100
2022-10-18,23.780001,23.850000,23.320000,23.610001,23.610001,17248800
2022-10-19,23.120001,23.260000,22.770000,22.889999,22.889999,20047400
2022-10-20,23.020000,23.790001,22.889999,23.180000,23.180000,21703000
2022-10-21,23.309999,24.350000,23.190001,24.340000,24.340000,30203300
2022-10-24,24.030001,24.090000,23.500000,23.930000,23.930000,24087500
2022-10-25,24.049999,24.570000,24.010000,24.410000,24.410000,28223900
2022-10-26,24.700001,25.400000,24.670000,25.129999,25.129999,23852900
2022-10-27,25.260000,25.360001,24.809999,24.820000,24.820000,21524800
2022-10-28,24.500000,24.740000,24.280001,24.719999,24.719999,16034900
2022-10-31,24.370001,24.530001,24.129999,24.160000,24.160000,21769400
2022-11-01,24.840000,25.059999,24.570000,24.700001,24.700001,23337200
2022-11-02,24.870001,24.980000,23.230000,23.250000,23.250000,43806400
2022-11-03,22.980000,23.100000,22.580000,22.680000,22.680000,30349500
2022-11-04,23.760000,24.990000,23.750000,24.950001,24.950001,46735500
2022-11-07,25.100000,25.250000,24.650000,25.150000,25.150000,28855200
2022-11-08,25.170000,26.950001,25.040001,26.660000,26.660000,50666500
2022-11-09,26.530001,27.020000,26.160000,26.240000,26.240000,31653500
2022-11-10,27.780001,28.309999,27.309999,28.209999,28.209999,46849500
2022-11-11,28.290001,28.340000,27.830000,28.299999,28.299999,23150800
2022-11-14,28.129999,28.379999,27.879999,28.120001,28.120001,20061300
2022-11-15,28.440001,28.490000,27.580000,27.850000,27.850000,29900700
2022-11-16,27.639999,27.990000,27.530001,27.530001,27.530001,15708600
2022-11-17,27.059999,27.280001,26.840000,27.120001,27.120001,24647700
2022-11-18,27.040001,27.410000,26.920000,27.370001,27.370001,28555800
2022-11-21,27.170000,27.260000,26.760000,27.180000,27.180000,21118100
2022-11-22,27.410000,28.260000,27.370001,28.260000,28.260000,29686300
2022-11-23,28.250000,28.780001,28.000000,28.709999,28.709999,34287600
